WARD_SECTION,WARD,SECTION,MONTH_NAME,MONTH_NUMBER,DATES
0902,09,02,APRIL,4,"5,6"
0902,09,02,JUNE,6,"5,6"
0902,09,02,AUGUST,8,"3,4"
0902,09,02,OCTOBER,10,"3,4"
0903,09,03,APRIL,4,"7,10"
0903,09,03,JUNE,6,"7,8"
0903,09,03,AUGUST,8,"7,8"
0903,09,03,OCTOBER,10,"5,6"
0904,09,04,APRIL,4,"11,12"
0904,09,04,JUNE,6,"9,12"
0904,09,04,AUGUST,8,"9,10"
0904,09,04,OCTOBER,10,"10,11"
0905,09,05,APRIL,4,"13,14"
0905,09,05,JUNE,6,"13,14"
0905,09,05,AUGUST,8,"11,14"
0905,09,05,OCTOBER,10,"12,13"
0906,09,06,APRIL,4,"17,18"
0906,09,06,JUNE,6,"15,16"
0906,09,06,AUGUST,8,"15,16"
0906,09,06,OCTOBER,10,"16,17"
0907,09,07,APRIL,4,"19,20"
0907,09,07,JUNE,6,"19,20"
0907,09,07,AUGUST,8,"17,18"
0907,09,07,OCTOBER,10,"18,19"
0908,09,08,APRIL,4,"21,24"
0908,09,08,JUNE,6,"21,22"
0908,09,08,AUGUST,8,"21,22"
0908,09,08,OCTOBER,10,"20,23"
0909,09,09,APRIL,4,"25,26"
0909,09,09,JUNE,6,"23,26"
0909,09,09,AUGUST,8,"23,24"
0909,09,09,OCTOBER,10,"24,25"
0910,09,10,APRIL,4,"27,28"
0910,09,10,JUNE,6,"27,28"
0910,09,10,AUGUST,8,"25,28"
0910,09,10,OCTOBER,10,"26,27"
0911,09,11,MAY,5,"1,2"
0911,09,11,JUNE,6,"29,30"
0911,09,11,AUGUST,8,"29,30"
0911,09,11,OCTOBER,10,"30,31"
0912,09,12,MAY,5,"3,4"
0912,09,12,JULY,7,"3,5"
0912,09,12,AUGUST,8,31
0912,09,12,SEPTEMBER,9,1
0912,09,12,NOVEMBER,11,"1,2"
0913,09,13,MAY,5,"5,6"
0913,09,13,JULY,7,"6,7"
0913,09,13,SEPTEMBER,9,"5,6"
0913,09,13,NOVEMBER,11,"3,6"
0914,09,14,MAY,5,"9,10"
0914,09,14,JULY,7,"10,11"
0914,09,14,SEPTEMBER,9,"7,8"
0914,09,14,NOVEMBER,11,"7,8"
0915,09,15,MAY,5,"11,12"
0915,09,15,JULY,7,"12,13"
0915,09,15,SEPTEMBER,9,"11,12"
0915,09,15,NOVEMBER,11,"9,10"
0916,09,16,MAY,5,"15,16"
0916,09,16,JULY,7,"14,17"
0916,09,16,SEPTEMBER,9,"13,14"
0916,09,16,NOVEMBER,11,"13,14"
0917,09,17,MAY,5,"17,18"
0917,09,17,JULY,7,"18,19"
0917,09,17,SEPTEMBER,9,"15,18"
0917,09,17,NOVEMBER,11,"15,16"
0918,09,18,MAY,5,"19,22"
0918,09,18,JULY,7,"20,21"
0918,09,18,SEPTEMBER,9,"19,20"
0918,09,18,NOVEMBER,11,17
0919,09,19,MAY,5,"23,24"
0919,09,19,JULY,7,"24,25"
0919,09,19,SEPTEMBER,9,"21,22"
0920,09,20,MAY,5,"25,26"
0920,09,20,JULY,7,"26,27"
0920,09,20,SEPTEMBER,9,"25,26"
0921,09,21,MAY,5,"30,31"
0921,09,21,JULY,7,"28,31"
0921,09,21,SEPTEMBER,9,"27,28"
1001,10,01,APRIL,4,"3,4"
1001,10,01,MAY,5,"19,22"
1001,10,01,JULY,7,"10,11"
1001,10,01,AUGUST,8,"25,28"
1001,10,01,OCTOBER,10,"16,17"
1002,10,02,APRIL,4,"5,6"
1002,10,02,MAY,5,"23,24"
1002,10,02,JULY,7,"12,13"
1002,10,02,AUGUST,8,"29,30"
1002,10,02,OCTOBER,10,"18,19"
1003,10,03,APRIL,4,"7,10"
1003,10,03,MAY,5,"25,26"
1003,10,03,JULY,7,"14,17"
1003,10,03,AUGUST,8,31
1003,10,03,SEPTEMBER,9,1
1003,10,03,OCTOBER,10,"20,23"
1004,10,04,APRIL,4,"11,12"
1004,10,04,MAY,5,"30,31"
1004,10,04,JULY,7,"18,19"
1004,10,04,SEPTEMBER,9,"5,6"
1004,10,04,OCTOBER,10,"24,25"
1005,10,05,APRIL,4,"13,14"
1005,10,05,JUNE,6,"1,2"
1005,10,05,JULY,7,"20,21"
1005,10,05,SEPTEMBER,9,"7,8"
1005,10,05,OCTOBER,10,"26,27"
1006,10,06,APRIL,4,"17,18"
1006,10,06,JUNE,6,"5,6"
1006,10,06,JULY,7,"24,25"
1006,10,06,SEPTEMBER,9,"11,12"
1006,10,06,OCTOBER,10,"30,31"
1007,10,07,APRIL,4,"19,20"
1007,10,07,JUNE,6,"7,8"
1007,10,07,JULY,7,"26,27"
1007,10,07,SEPTEMBER,9,"13,14"
1007,10,07,NOVEMBER,11,"1,2"
1008,10,08,APRIL,4,"21,24"
1008,10,08,JUNE,6,"9,12"
1008,10,08,JULY,7,"28,31"
1008,10,08,SEPTEMBER,9,"15,18"
1008,10,08,NOVEMBER,11,"3,6"
1009,10,09,APRIL,4,"25,26"
1009,10,09,JUNE,6,"13,14"
1009,10,09,AUGUST,8,"1,2"
1009,10,09,SEPTEMBER,9,"19,20"
1009,10,09,NOVEMBER,11,"7,8"
1010,10,10,APRIL,4,"27,28"
1010,10,10,JUNE,6,"15,16"
1010,10,10,AUGUST,8,"3,4"
1010,10,10,SEPTEMBER,9,"21,22"
1010,10,10,NOVEMBER,11,"9,10"
1011,10,11,MAY,5,"1,2"
1011,10,11,JUNE,6,"19,20"
1011,10,11,AUGUST,8,"7,8"
1011,10,11,SEPTEMBER,9,"25,26"
1011,10,11,NOVEMBER,11,"13,14"
1012,10,12,MAY,5,"3,4"
1012,10,12,JUNE,6,"21,22"
1012,10,12,AUGUST,8,"9,10"
1012,10,12,SEPTEMBER,9,"27,28"
1012,10,12,NOVEMBER,11,"15,16"
1013,10,13,MAY,5,"5,8"
1013,10,13,JUNE,6,"23,26"
1013,10,13,AUGUST,8,"11,14"
1013,10,13,SEPTEMBER,9,29
1013,10,13,OCTOBER,10,2
1013,10,13,NOVEMBER,11,17
1014,10,14,MAY,5,"9,10"
1014,10,14,JUNE,6,"27,28"
1014,10,14,AUGUST,8,"15,16"
1014,10,14,OCTOBER,10,"3,4"
1015,10,15,MAY,5,"11,12"
1015,10,15,JUNE,6,"29,30"
1015,10,15,AUGUST,8,"17,18"
1015,10,15,OCTOBER,10,"5,6"
1016,10,16,MAY,5,"15,16"
1016,10,16,JULY,7,"3,5"
1016,10,16,AUGUST,8,"21,22"
1016,10,16,OCTOBER,10,"10,11"
1017,10,17,MAY,5,"17,18"
1017,10,17,JULY,7,"6,7"
1017,10,17,AUGUST,8,"23,24"
1017,10,17,OCTOBER,10,"12,13"
1101,11,01,APRIL,4,"3,4"
1101,11,01,MAY,5,"17,18"
1101,11,01,JULY,7,"3,5"
1101,11,01,AUGUST,8,"17,18"
1101,11,01,OCTOBER,10,"4,5"
1102,11,02,APRIL,4,"5,6,7,10"
1102,11,02,MAY,5,"19,22,23,24"
1102,11,02,JULY,7,"6,7,10,11"
1102,11,02,AUGUST,8,"21,22,23,24"
1102,11,02,OCTOBER,10,"6,10,11,12"
1103,11,03,APRIL,4,"11,12"
1103,11,03,MAY,5,"25,26"
1103,11,03,JULY,7,"12,13"
1103,11,03,AUGUST,8,"25,28"
1103,11,03,OCTOBER,10,"13,16"
1104,11,04,APRIL,4,"13,14,17,18"
1104,11,04,MAY,5,"30,31"
1104,11,04,JUNE,6,"1,2"
1104,11,04,JULY,7,"14,17,18,19"
1104,11,04,AUGUST,8,"29,30,31"
1104,11,04,SEPTEMBER,9,1
1104,11,04,OCTOBER,10,"17,18,19,20"
1105,11,05,APRIL,4,"19,20"
1105,11,05,JUNE,6,"5,6,7,8"
1105,11,05,JULY,7,"20,21,24,25"
1105,11,05,SEPTEMBER,9,"5,6,7,8"
1105,11,05,OCTOBER,10,"23,24,25,26"
1106,11,06,APRIL,4,"25,26"
1106,11,06,JUNE,6,"9,12"
1106,11,06,JULY,7,"26,27"
1106,11,06,SEPTEMBER,9,"11,12"
1106,11,06,OCTOBER,10,"27,30"
1107,11,07,APRIL,4,"27,28"
1107,11,07,JUNE,6,"13,14"
1107,11,07,JULY,7,"28,31"
1107,11,07,SEPTEMBER,9,"13,14"
1107,11,07,OCTOBER,10,31
1107,11,07,NOVEMBER,11,1
1108,11,08,MAY,5,"1,2,3,4"
1108,11,08,JUNE,6,"15,16,19,20"
1108,11,08,AUGUST,8,"1,2,3,4"
1108,11,08,SEPTEMBER,9,"15,18,19,20"
1108,11,08,NOVEMBER,11,"2,3,6,7"
1109,11,09,MAY,5,"5,8"
1109,11,09,JUNE,6,"21,22"
1109,11,09,AUGUST,8,"7,8"
1109,11,09,SEPTEMBER,9,"21,22"
1109,11,09,NOVEMBER,11,"8,9"
1110,11,10,MAY,5,"9,10"
1110,11,10,JUNE,6,"23,26"
1110,11,10,AUGUST,8,"9,10"
1110,11,10,SEPTEMBER,9,"25,26"
1110,11,10,NOVEMBER,11,"10,13"
1111,11,11,MAY,5,"11,12"
1111,11,11,JUNE,6,"27,28"
1111,11,11,AUGUST,8,"11,14"
1111,11,11,SEPTEMBER,9,"27,28"
1111,11,11,NOVEMBER,11,"14,15"
1112,11,12,MAY,5,"15,16"
1112,11,12,JUNE,6,"29,30"
1112,11,12,AUGUST,8,"15,16"
1112,11,12,SEPTEMBER,9,29
1112,11,12,OCTOBER,10,3
1112,11,12,NOVEMBER,11,"16,17"
1201,12,01,APRIL,4,"3,4"
1201,12,01,MAY,5,"1,2,30,31"
1201,12,01,JUNE,6,"27,28"
1201,12,01,JULY,7,"26,27"
1201,12,01,AUGUST,8,"23,24"
1201,12,01,SEPTEMBER,9,"21,22"
1201,12,01,OCTOBER,10,"20,23"
1201,12,01,NOVEMBER,11,17
1202,12,02,APRIL,4,"5,6"
1202,12,02,MAY,5,"3,4"
1202,12,02,JUNE,6,"1,2,29,30"
1202,12,02,JULY,7,"28,31"
1202,12,02,AUGUST,8,"25,28"
1202,12,02,SEPTEMBER,9,"25,26"
1202,12,02,OCTOBER,10,"24,25"
1203,12,03,APRIL,4,"7,10"
1203,12,03,MAY,5,"5,8"
1203,12,03,JUNE,6,"5,6"
1203,12,03,JULY,7,"3,5"
1203,12,03,AUGUST,8,"1,2,29,30"
1203,12,03,SEPTEMBER,9,"27,28"
1203,12,03,OCTOBER,10,"26,27"
1204,12,04,APRIL,4,"11,12"
1204,12,04,MAY,5,"9,10"
1204,12,04,JUNE,6,"7,8"
1204,12,04,JULY,7,"6,7"
1204,12,04,AUGUST,8,"3,4,31"
1204,12,04,SEPTEMBER,9,"1,29"
1204,12,04,OCTOBER,10,"2,30,31"
1205,12,05,APRIL,4,"13,14"
1205,12,05,MAY,5,"11,12"
1205,12,05,JUNE,6,"9,12"
1205,12,05,JULY,7,"10,11"
1205,12,05,AUGUST,8,"7,8"
1205,12,05,SEPTEMBER,9,"5,6"
1205,12,05,OCTOBER,10,"3,4"
1205,12,05,NOVEMBER,11,"1,2"
1206,12,06,APRIL,4,"17,18"
1206,12,06,MAY,5,"15,16"
1206,12,06,JUNE,6,"13,14"
1206,12,06,JULY,7,"12,13"
1206,12,06,AUGUST,8,"9,10"
1206,12,06,SEPTEMBER,9,"7,8"
1206,12,06,OCTOBER,10,"5,6"
1206,12,06,NOVEMBER,11,"3,6"
1207,12,07,APRIL,4,"19,20"
1207,12,07,MAY,5,"17,18"
1207,12,07,JUNE,6,"15,16"
1207,12,07,JULY,7,"14,17"
1207,12,07,AUGUST,8,"11,14"
1207,12,07,SEPTEMBER,9,"11,12"
1207,12,07,OCTOBER,10,"10,11"
1207,12,07,NOVEMBER,11,"7,8"
1208,12,08,APRIL,4,"21,24"
1208,12,08,MAY,5,"19,22"
1208,12,08,JUNE,6,"19,20"
1208,12,08,JULY,7,"18,19"
1208,12,08,AUGUST,8,"15,16"
1208,12,08,SEPTEMBER,9,"13,14"
1208,12,08,OCTOBER,10,"12,13"
1208,12,08,NOVEMBER,11,"9,10"
1209,12,09,APRIL,4,"25,26"
1209,12,09,MAY,5,"23,24"
1209,12,09,JUNE,6,"21,22"
1209,12,09,JULY,7,"20,21"
1209,12,09,AUGUST,8,"17,18"
1209,12,09,SEPTEMBER,9,"15,18"
1209,12,09,OCTOBER,10,"16,17"
1209,12,09,NOVEMBER,11,"13,14"
1210,12,10,APRIL,4,"27,28"
1210,12,10,MAY,5,"25,26"
1210,12,10,JUNE,6,"23,26"
1210,12,10,JULY,7,"24,25"
1210,12,10,AUGUST,8,"21,22"
1210,12,10,SEPTEMBER,9,"19,20"
1210,12,10,OCTOBER,10,"18,19"
1210,12,10,NOVEMBER,11,"15,16"
1301,13,01,APRIL,4,"3,4"
1301,13,01,JUNE,6,"19,20"
1301,13,01,SEPTEMBER,9,"5,6"
1302,13,02,APRIL,4,"5,6"
1302,13,02,JUNE,6,"21,22"
1302,13,02,SEPTEMBER,9,"7,8"
1303,13,03,APRIL,4,"7,10"
1303,13,03,JUNE,6,"23,26"
1303,13,03,SEPTEMBER,9,"11,12"
1304,13,04,APRIL,4,"11,12"
1304,13,04,JUNE,6,"27,28"
1304,13,04,SEPTEMBER,9,"13,14"
1305,13,05,APRIL,4,"13,14"
1305,13,05,JUNE,6,"29,30"
1305,13,05,SEPTEMBER,9,"15,18"
1306,13,06,APRIL,4,"17,18"
1306,13,06,JULY,7,"3,5"
1306,13,06,SEPTEMBER,9,"19,20"
1307,13,07,APRIL,4,"19,20"
1307,13,07,JULY,7,"6,7"
1307,13,07,SEPTEMBER,9,"21,22"
1308,13,08,APRIL,4,"21,24"
1308,13,08,JULY,7,"10,11"
1308,13,08,SEPTEMBER,9,"25,26"
1309,13,09,APRIL,4,"25,26"
1309,13,09,JULY,7,"12,13"
1309,13,09,SEPTEMBER,9,"27,28"
1310,13,10,APRIL,4,"27,28"
1310,13,10,JULY,7,"14,17"
1310,13,10,SEPTEMBER,9,29
1310,13,10,OCTOBER,10,2
1311,13,11,MAY,5,"1,2"
1311,13,11,JULY,7,"18,19"
1311,13,11,OCTOBER,10,"3,4"
1312,13,12,MAY,5,"3,4"
1312,13,12,JULY,7,"20,21"
1312,13,12,OCTOBER,10,"5,6"
1313,13,13,MAY,5,"5,6"
1313,13,13,JULY,7,"24,25"
1313,13,13,OCTOBER,10,"10,11"
1314,13,14,MAY,5,"9,10"
1314,13,14,JULY,7,"26,27"
1314,13,14,OCTOBER,10,"12,13"
1315,13,15,MAY,5,"11,12"
1315,13,15,JULY,7,"28,31"
1315,13,15,OCTOBER,10,"16,17"
1316,13,16,MAY,5,"15,16"
1316,13,16,AUGUST,8,"1,2"
1316,13,16,OCTOBER,10,"18,19"
1317,13,17,MAY,5,"17,18"
1317,13,17,AUGUST,8,"3,4"
1317,13,17,OCTOBER,10,"20,23"
1318,13,18,MAY,5,"19,22"
1318,13,18,AUGUST,8,"7,8"
1318,13,18,OCTOBER,10,"24,25"
1319,13,19,MAY,5,"23,24"
1319,13,19,AUGUST,8,"9,10"
1319,13,19,OCTOBER,10,"26,27"
1320,13,20,MAY,5,"25,26"
1320,13,20,AUGUST,8,"11,14"
1320,13,20,OCTOBER,10,"30,31"
1321,13,21,MAY,5,"30,31"
1321,13,21,AUGUST,8,"15,16"
1321,13,21,NOVEMBER,11,"1,2"
1322,13,22,JUNE,6,"1,2"
1322,13,22,AUGUST,8,"17,18"
1322,13,22,NOVEMBER,11,"3,6"
1323,13,23,JUNE,6,"5,6"
1323,13,23,AUGUST,8,"21,22"
1323,13,23,NOVEMBER,11,"7,8"
1324,13,24,JUNE,6,"7,8"
1324,13,24,AUGUST,8,"23,24"
1324,13,24,NOVEMBER,11,"9,10"
1325,13,25,JUNE,6,"9,12"
1325,13,25,AUGUST,8,"25,28"
1325,13,25,NOVEMBER,11,"13,14"
1326,13,26,JUNE,6,"13,14"
1326,13,26,AUGUST,8,"29,30"
1326,13,26,NOVEMBER,11,"15,16"
1327,13,27,JUNE,6,"15,16"
1327,13,27,AUGUST,8,31
1327,13,27,SEPTEMBER,9,1
1327,13,27,NOVEMBER,11,"16,17"
1401,14,01,APRIL,4,"3,4"
1401,14,01,MAY,5,"17,18"
1401,14,01,JULY,7,"3,5"
1401,14,01,AUGUST,8,"17,18"
1401,14,01,OCTOBER,10,"3,4"
1401,14,01,NOVEMBER,11,17
1402,14,02,APRIL,4,"5,6"
1402,14,02,MAY,5,"19,22"
1402,14,02,JULY,7,"6,7"
1402,14,02,AUGUST,8,"21,22"
1402,14,02,OCTOBER,10,"5,6"
1403,14,03,APRIL,4,"7,10"
1403,14,03,MAY,5,"23,24"
1403,14,03,JULY,7,"10,11"
1403,14,03,AUGUST,8,"23,24"
1403,14,03,OCTOBER,10,"10,11"
1404,14,04,APRIL,4,"11,12"
1404,14,04,MAY,5,"25,26"
1404,14,04,JULY,7,"12,13"
1404,14,04,AUGUST,8,"25,28"
1404,14,04,OCTOBER,10,"12,13"
1405,14,05,APRIL,4,"13,14"
1405,14,05,MAY,5,"30,31"
1405,14,05,JULY,7,"14,17"
1405,14,05,AUGUST,8,"29,30"
1405,14,05,OCTOBER,10,"16,17"
1406,14,06,APRIL,4,"17,18"
1406,14,06,JUNE,6,"1,2"
1406,14,06,JULY,7,"18,19"
1406,14,06,AUGUST,8,31
1406,14,06,SEPTEMBER,9,1
1406,14,06,OCTOBER,10,"18,19"
1407,14,07,APRIL,4,"19,20"
1407,14,07,JUNE,6,"5,6"
1407,14,07,JULY,7,"20,21"
1407,14,07,SEPTEMBER,9,"5,6"
1407,14,07,OCTOBER,10,"20,23"
1408,14,08,APRIL,4,"21,24"
1408,14,08,JUNE,6,"7,8"
1408,14,08,JULY,7,"24,25"
1408,14,08,SEPTEMBER,9,"7,8"
1408,14,08,OCTOBER,10,"24,25"
1409,14,09,APRIL,4,"25,26"
1409,14,09,JUNE,6,"9,12"
1409,14,09,JULY,7,"26,27"
1409,14,09,SEPTEMBER,9,"11,12"
1409,14,09,OCTOBER,10,"26,27"
1410,14,10,APRIL,4,"27,28"
1410,14,10,JUNE,6,"13,14"
1410,14,10,JULY,7,"28,31"
1410,14,10,SEPTEMBER,9,"13,14"
1410,14,10,OCTOBER,10,"30,31"
1411,14,11,MAY,5,"1,2"
1411,14,11,JUNE,6,"15,16"
1411,14,11,AUGUST,8,"1,2"
1411,14,11,SEPTEMBER,9,"15,18"
1411,14,11,NOVEMBER,11,"1,2"
1412,14,12,MAY,5,"3,4"
1412,14,12,JUNE,6,"19,20"
1412,14,12,AUGUST,8,"3,4"
1412,14,12,SEPTEMBER,9,"19,20"
1412,14,12,NOVEMBER,11,"3,6"
1413,14,13,MAY,5,"5,8"
1413,14,13,JUNE,6,"21,22"
1413,14,13,AUGUST,8,"7,8"
1413,14,13,SEPTEMBER,9,"21,22"
1413,14,13,NOVEMBER,11,"7,8"
1414,14,14,MAY,5,"9,10"
1414,14,14,JUNE,6,"23,26"
1414,14,14,AUGUST,8,"9,10"
1414,14,14,SEPTEMBER,9,"25,26"
1414,14,14,NOVEMBER,11,"9,10"
1415,14,15,MAY,5,"11,12"
1415,14,15,JUNE,6,"27,28"
1415,14,15,AUGUST,8,"11,14"
1415,14,15,SEPTEMBER,9,"27,28"
1415,14,15,NOVEMBER,11,"13,14"
1416,14,16,MAY,5,"15,16"
1416,14,16,JUNE,6,"29,30"
1416,14,16,AUGUST,8,"15,16"
1416,14,16,SEPTEMBER,9,29
1416,14,16,OCTOBER,10,2
1416,14,16,NOVEMBER,11,"15,16"
1501,15,01,APRIL,4,"3,4"
1501,15,01,MAY,5,"1,2,30,31"
1501,15,01,JUNE,6,"27,28"
1501,15,01,JULY,7,"26,27"
1501,15,01,AUGUST,8,"23,24"
1501,15,01,SEPTEMBER,9,"21,22"
1501,15,01,OCTOBER,10,"20,23"
1502,15,02,APRIL,4,"5,6"
1502,15,02,MAY,5,"3,4"
1502,15,02,JUNE,6,"1,2,29,30"
1502,15,02,JULY,7,"28,31"
1502,15,02,AUGUST,8,"25,28"
1502,15,02,SEPTEMBER,9,"25,26"
1502,15,02,OCTOBER,10,"24,25"
1503,15,03,APRIL,4,"7,10"
1503,15,03,MAY,5,"5,8"
1503,15,03,JUNE,6,"5,6"
1503,15,03,JULY,7,"3,5"
1503,15,03,AUGUST,8,"1,2,29,30"
1503,15,03,SEPTEMBER,9,"27,28"
1503,15,03,OCTOBER,10,"26,27"
1504,15,04,APRIL,4,"11,12"
1504,15,04,MAY,5,"9,10"
1504,15,04,JUNE,6,"7,8"
1504,15,04,JULY,7,"6,7"
1504,15,04,AUGUST,8,"3,4,31"
1504,15,04,SEPTEMBER,9,"1,29"
1504,15,04,OCTOBER,10,"2,30,31"
1505,15,05,APRIL,4,"13,14"
1505,15,05,MAY,5,"11,12"
1505,15,05,JUNE,6,"9,12"
1505,15,05,JULY,7,"10,11"
1505,15,05,AUGUST,8,"7,8"
1505,15,05,SEPTEMBER,9,"5,6"
1505,15,05,OCTOBER,10,"3,4"
1505,15,05,NOVEMBER,11,"1,2"
1506,15,06,APRIL,4,"17,18"
1506,15,06,MAY,5,"15,16"
1506,15,06,JUNE,6,"13,14"
1506,15,06,JULY,7,"12,13"
1506,15,06,AUGUST,8,"9,10"
1506,15,06,SEPTEMBER,9,"7,8"
1506,15,06,OCTOBER,10,"5,6"
1506,15,06,NOVEMBER,11,"3,6"
1507,15,07,APRIL,4,"19,20"
1507,15,07,MAY,5,"17,18"
1507,15,07,JUNE,6,"15,16"
1507,15,07,JULY,7,"14,17"
1507,15,07,AUGUST,8,"11,14"
1507,15,07,SEPTEMBER,9,"11,12"
1507,15,07,OCTOBER,10,"10,11"
1507,15,07,NOVEMBER,11,"7,8"
1508,15,08,APRIL,4,"21,24"
1508,15,08,MAY,5,"19,22"
1508,15,08,JUNE,6,"19,20"
1508,15,08,JULY,7,"18,19"
1508,15,08,AUGUST,8,"15,16"
1508,15,08,SEPTEMBER,9,"13,14"
1508,15,08,OCTOBER,10,"12,13"
1508,15,08,NOVEMBER,11,"9,10"
1509,15,09,APRIL,4,"25,26"
1509,15,09,MAY,5,"23,24"
1509,15,09,JUNE,6,"21,22"
1509,15,09,JULY,7,"20,21"
1509,15,09,AUGUST,8,"17,18"
1509,15,09,SEPTEMBER,9,"15,18"
1509,15,09,OCTOBER,10,"16,17"
1509,15,09,NOVEMBER,11,"13,14"
1510,15,10,APRIL,4,"27,28"
1510,15,10,MAY,5,"25,26"
1510,15,10,JUNE,6,"23,26"
1510,15,10,JULY,7,"24,25"
1510,15,10,AUGUST,8,"21,22"
1510,15,10,SEPTEMBER,9,"19,20"
1510,15,10,OCTOBER,10,"18,19"
1510,15,10,NOVEMBER,11,"15,16"
1601,16,01,APRIL,4,"3,4"
1601,16,01,MAY,5,"9,10"
1601,16,01,JUNE,6,"15,16"
1601,16,01,JULY,7,"24,25"
1601,16,01,AUGUST,8,"29,30"
1601,16,01,OCTOBER,10,"5,6"
1601,16,01,NOVEMBER,11,"13,14"
1602,16,02,APRIL,4,"5,6"
1602,16,02,MAY,5,"11,12"
1602,16,02,JUNE,6,"19,20"
1602,16,02,JULY,7,"26,27"
1602,16,02,AUGUST,8,31
1602,16,02,SEPTEMBER,9,1
1602,16,02,OCTOBER,10,"10,11"
1602,16,02,NOVEMBER,11,"15,16"
1603,16,03,APRIL,4,"7,10"
1603,16,03,MAY,5,"15,16"
1603,16,03,JUNE,6,"21,22"
1603,16,03,JULY,7,"28,31"
1603,16,03,SEPTEMBER,9,"5,6"
1603,16,03,OCTOBER,10,"12,13"
1603,16,03,NOVEMBER,11,17
1604,16,04,APRIL,4,"11,12"
1604,16,04,MAY,5,"17,18"
1604,16,04,JUNE,6,"23,26"
1604,16,04,AUGUST,8,"1,2"
1604,16,04,SEPTEMBER,9,"7,8"
1604,16,04,OCTOBER,10,"16,17"
1605,16,05,APRIL,4,"13,14"
1605,16,05,MAY,5,"19,22"
1605,16,05,JUNE,6,"27,28"
1605,16,05,AUGUST,8,"3,4"
1605,16,05,SEPTEMBER,9,"11,12"
1605,16,05,OCTOBER,10,"18,19"
1606,16,06,APRIL,4,"17,18"
1606,16,06,MAY,5,"23,24"
1606,16,06,JUNE,6,"29,30"
1606,16,06,AUGUST,8,"7,8"
1606,16,06,SEPTEMBER,9,"13,14"
1606,16,06,OCTOBER,10,"20,23"
1607,16,07,APRIL,4,"19,20"
1607,16,07,MAY,5,"25,26"
1607,16,07,JULY,7,"3,5"
1607,16,07,AUGUST,8,"9,10"
1607,16,07,SEPTEMBER,9,"15,18"
1607,16,07,OCTOBER,10,"24,25"
1608,16,08,APRIL,4,"21,24"
1608,16,08,MAY,5,"30,31"
1608,16,08,JULY,7,"6,7"
1608,16,08,AUGUST,8,"11,14"
1608,16,08,SEPTEMBER,9,"19,20"
1608,16,08,OCTOBER,10,"26,27"
1609,16,09,APRIL,4,"25,26"
1609,16,09,JUNE,6,"1,2"
1609,16,09,JULY,7,"10,11"
1609,16,09,AUGUST,8,"15,16"
1609,16,09,SEPTEMBER,9,"21,22"
1609,16,09,OCTOBER,10,"30,31"
1610,16,10,APRIL,4,"27,28"
1610,16,10,JUNE,6,"5,6"
1610,16,10,JULY,7,"12,13"
1610,16,10,AUGUST,8,"17,18"
1610,16,10,SEPTEMBER,9,"25,26"
1610,16,10,NOVEMBER,11,"1,2"
1611,16,11,MAY,5,"1,2"
1611,16,11,JUNE,6,"7,8"
1611,16,11,JULY,7,"14,17"
1611,16,11,AUGUST,8,"21,22"
1611,16,11,SEPTEMBER,9,"27,28"
1611,16,11,NOVEMBER,11,"3,6"
1612,16,12,MAY,5,"3,4"
1612,16,12,JUNE,6,"9,12"
1612,16,12,JULY,7,"18,19"
1612,16,12,AUGUST,8,"23,24"
1612,16,12,SEPTEMBER,9,29
1612,16,12,OCTOBER,10,2
1612,16,12,NOVEMBER,11,"7,8"
1613,16,13,MAY,5,"5,8"
1613,16,13,JUNE,6,"13,14"
1613,16,13,JULY,7,"20,21"
1613,16,13,AUGUST,8,"25,28"
1613,16,13,OCTOBER,10,"3,4"
1613,16,13,NOVEMBER,11,"9,10"
1701,17,01,APRIL,4,"3,4"
1701,17,01,MAY,5,"30,31"
1701,17,01,JULY,7,"26,27"
1701,17,01,SEPTEMBER,9,"21,22"
1702,17,02,APRIL,4,"5,6"
1702,17,02,JUNE,6,"1,2"
1702,17,02,JULY,7,"28,31"
1702,17,02,SEPTEMBER,9,"25,26"
1703,17,03,APRIL,4,"7,10"
1703,17,03,JUNE,6,"5,6"
1703,17,03,AUGUST,8,"1,2"
1703,17,03,SEPTEMBER,9,"27,28"
1704,17,04,APRIL,4,"11,12"
1704,17,04,JUNE,6,"7,8"
1704,17,04,AUGUST,8,"3,4"
1704,17,04,SEPTEMBER,9,29
1704,17,04,OCTOBER,10,2
1705,17,05,APRIL,4,"13,14"
1705,17,05,JUNE,6,"9,12"
1705,17,05,AUGUST,8,"7,8"
1705,17,05,OCTOBER,10,"3,4"
1706,17,06,APRIL,4,"17,18"
1706,17,06,JUNE,6,"13,14"
1706,17,06,AUGUST,8,"9,10"
1706,17,06,OCTOBER,10,"5,6"
1707,17,07,APRIL,4,"19,20"
1707,17,07,JUNE,6,"15,16"
1707,17,07,AUGUST,8,"11,14"
1707,17,07,OCTOBER,10,"10,11"
1708,17,08,APRIL,4,"21,24"
1708,17,08,JUNE,6,"19,20"
1708,17,08,AUGUST,8,"15,16"
1708,17,08,OCTOBER,10,"12,13"
1709,17,09,APRIL,4,"25,26"
1709,17,09,JUNE,6,"21,22"
1709,17,09,AUGUST,8,"17,18"
1709,17,09,OCTOBER,10,"16,17"
1710,17,10,APRIL,4,"27,28"
1710,17,10,JUNE,6,"23,26"
1710,17,10,AUGUST,8,"21,22"
